Config,Model,FPR,TPR
contaminated_v1,XGBoost,0.2535609314944608,0.8966121495327103
contaminated_v1,XGBoost,0.2588740673750848,0.8989485981308412
contaminated_v1,XGBoost,0.2636219760343658,0.9012850467289719
contaminated_v1,XGBoost,0.26723943025096086,0.9042056074766355
contaminated_v1,XGBoost,0.27119602080036176,0.9063473520249221
contaminated_v1,XGBoost,0.2728917024643907,0.9084890965732088
contaminated_v1,XGBoost,0.2780917929007461,0.9106308411214953
contaminated_v1,XGBoost,0.2815962016730726,0.9137461059190031
contaminated_v1,XGBoost,0.28611801944381643,0.9164719626168224
contaminated_v1,XGBoost,0.2919963825457834,0.918613707165109
contaminated_v1,XGBoost,0.2981008365362876,0.9205607476635514
contaminated_v1,XGBoost,0.30443138141532894,0.9225077881619937
contaminated_v1,XGBoost,0.3095184264074158,0.9252336448598131
contaminated_v1,XGBoost,0.3200316527243952,0.9269859813084113
contaminated_v1,XGBoost,0.326249152159168,0.9297118380062306
contaminated_v1,XGBoost,0.32975356093149444,0.9318535825545171
contaminated_v1,XGBoost,0.3373276056974904,0.9338006230529595
contaminated_v1,XGBoost,0.3450146959077549,0.9357476635514018
contaminated_v1,XGBoost,0.34964955912276735,0.9376947040498442
contaminated_v1,XGBoost,0.35609314944607734,0.9402258566978193
contaminated_v1,XGBoost,0.3625367397693873,0.9425623052959502
contaminated_v1,XGBoost,0.3671716029843997,0.9447040498442367
contaminated_v1,XGBoost,0.37508478408320145,0.947429906542056
contaminated_v1,XGBoost,0.3851458286231065,0.9495716510903427
contaminated_v1,XGBoost,0.39204160072349087,0.9511292834890965
contaminated_v1,XGBoost,0.40583314492425954,0.9532710280373832
contaminated_v1,XGBoost,0.41600723490843317,0.9550233644859814
contaminated_v1,XGBoost,0.4241465068957721,0.9575545171339563
contaminated_v1,XGBoost,0.4354510513226317,0.9598909657320872
contaminated_v1,XGBoost,0.44426859597558216,0.9614485981308412
contaminated_v1,XGBoost,0.45613836762378474,0.9632009345794392
contaminated_v1,XGBoost,0.4685733664933303,0.9653426791277259
contaminated_v1,XGBoost,0.48247795613836764,0.9670950155763239
contaminated_v1,XGBoost,0.49593036400633056,0.9688473520249221
