Config,Model,Recall,Precision
contaminated_v1,RandomForest,0.6339563862928349,0.8213925327951564
contaminated_v1,RandomForest,0.6226635514018691,0.8229541945445188
contaminated_v1,RandomForest,0.6125389408099688,0.8263724717625427
contaminated_v1,RandomForest,0.6020249221183801,0.8289544235924933
contaminated_v1,RandomForest,0.5922897196261683,0.8329682365826944
contaminated_v1,RandomForest,0.5817757009345794,0.8360380526021265
contaminated_v1,RandomForest,0.5714563862928349,0.8392908207034601
contaminated_v1,RandomForest,0.5607476635514018,0.8423515647850248
contaminated_v1,RandomForest,0.5514018691588785,0.8476504040706375
contaminated_v1,RandomForest,0.5408878504672897,0.8511029411764706
contaminated_v1,RandomForest,0.5292056074766355,0.8531073446327684
contaminated_v1,RandomForest,0.5186915887850467,0.8571428571428571
contaminated_v1,RandomForest,0.507398753894081,0.859782250082481
contaminated_v1,RandomForest,0.4978582554517134,0.8658990856755842
contaminated_v1,RandomForest,0.48598130841121495,0.8681739130434782
contaminated_v1,RandomForest,0.47468847352024923,0.8713366690493209
contaminated_v1,RandomForest,0.46281152647975077,0.8738970588235294
contaminated_v1,RandomForest,0.45151869158878505,0.8777441332323997
contaminated_v1,RandomForest,0.4396417445482866,0.8803118908382066
contaminated_v1,RandomForest,0.4287383177570093,0.8854041013268998
contaminated_v1,RandomForest,0.41647196261682246,0.887920298879203
contaminated_v1,RandomForest,0.4069314641744548,0.8962264150943396
contaminated_v1,RandomForest,0.39466510903426794,0.8992901508429458
contaminated_v1,RandomForest,0.38317757009345793,0.9044117647058824
contaminated_v1,RandomForest,0.37207943925233644,0.9104335397808481
contaminated_v1,RandomForest,0.3596183800623053,0.9139040079168729
contaminated_v1,RandomForest,0.3477414330218069,0.919197117858981
contaminated_v1,RandomForest,0.33547507788161995,0.9233654876741694
contaminated_v1,RandomForest,0.3230140186915888,0.9278523489932886
contaminated_v1,RandomForest,0.30957943925233644,0.9298245614035088
contaminated_v1,RandomForest,0.29692367601246106,0.9338640538885487
contaminated_v1,RandomForest,0.2838785046728972,0.9376205787781351
contaminated_v1,RandomForest,0.2700545171339564,0.9390656736628301
contaminated_v1,RandomForest,0.25759345794392524,0.9456754824874911
contaminated_v1,RandomForest,0.24396417445482865,0.9485238455715367
contaminated_v1,RandomForest,0.2299454828660436,0.9501206757843926
contaminated_v1,RandomForest,0.217095015576324,0.9562607204116638
contaminated_v1,RandomForest,0.2034657320872274,0.9604779411764706
contaminated_v1,RandomForest,0.19003115264797507,0.9663366336633663
contaminated_v1,RandomForest,0.17523364485981308,0.9646302250803859
contaminated_v1,RandomForest,0.1610202492211838,0.9672514619883041
contaminated_v1,RandomForest,0.1466121495327103,0.9691119691119691
contaminated_v1,RandomForest,0.13278816199376947,0.9742857142857143
contaminated_v1,RandomForest,0.1185747663551402,0.9790996784565916
contaminated_v1,RandomForest,0.10397196261682243,0.9816176470588235
contaminated_v1,RandomForest,0.0889797507788162,0.9785867237687366
contaminated_v1,RandomForest,0.07398753894080996,0.9768637532133676
contaminated_v1,RandomForest,0.059190031152647975,0.977491961414791
contaminated_v1,RandomForest,0.04478193146417445,0.9829059829059829
contaminated_v1,RandomForest,0.030179127725856698,0.9935897435897436
contaminated_v1,RandomForest,0.015186915887850467,1.0
contaminated_v1,RandomForest,0.0,1.0
leakfree,XGBoost,1.0,0.3673294235445573
leakfree,XGBoost,0.9998052959501558,0.3695042095416277
leakfree,XGBoost,0.9998052959501558,0.37164362741550266
leakfree,XGBoost,0.9992211838006231,0.3735623817149512
leakfree,XGBoost,0.9990264797507789,0.37559475880243026
leakfree,XGBoost,0.9986370716510904,0.3776877761413844
leakfree,XGBoost,0.9982476635514018,0.3798059115490036
leakfree,XGBoost,0.9978582554517134,0.381949619913549
leakfree,XGBoost,0.9976635514018691,0.3841655420602789
leakfree,XGBoost,0.9976635514018691,0.38651278569812175
leakfree,XGBoost,0.996690031152648,0.3884504477158901
leakfree,XGBoost,0.9961059190031153,0.39056416520345066
leakfree,XGBoost,0.9959112149532711,0.3928269718147608
leakfree,XGBoost,0.9955218068535826,0.395100842284213
leakfree,XGBoost,0.9945482866043613,0.3971079841405582
leakfree,XGBoost,0.9937694704049844,0.3992802941406556
leakfree,XGBoost,0.9935747663551402,0.4016845088161209
leakfree,XGBoost,0.993380062305296,0.4040868050055441
leakfree,XGBoost,0.9929906542056075,0.40643927319094675
leakfree,XGBoost,0.9927959501557633,0.40903256858655546
leakfree,XGBoost,0.9924065420560748,0.4114797771857593
leakfree,XGBoost,0.9912383177570093,0.41363340916477087
leakfree,XGBoost,0.9902647975077882,0.41589663913647884
leakfree,XGBoost,0.989291277258567,0.4182581494896279
leakfree,XGBoost,0.9881230529595015,0.4204639602319801
leakfree,XGBoost,0.9865654205607477,0.42253168779186123
leakfree,XGBoost,0.985981308411215,0.42504616417659896
leakfree,XGBoost,0.9848130841121495,0.4273042155951677
leakfree,XGBoost,0.9838395638629284,0.42974995747576117
leakfree,XGBoost,0.9822819314641744,0.4319349315068493
leakfree,XGBoost,0.981892523364486,0.43466643682123773
leakfree,XGBoost,0.9797507788161994,0.4366918337238566
leakfree,XGBoost,0.9783878504672897,0.43905635648754915
leakfree,XGBoost,0.9770249221183801,0.44145332981437496
leakfree,XGBoost,0.9758566978193146,0.4439720081495261
leakfree,XGBoost,0.9735202492211839,0.445990545000446
leakfree,XGBoost,0.9721573208722741,0.4484462008262978
leakfree,XGBoost,0.9707943925233645,0.45101763907734055
leakfree,XGBoost,0.9694314641744548,0.4535434505374385
leakfree,XGBoost,0.9690420560747663,0.45673121042488757
leakfree,XGBoost,0.9670950155763239,0.45909973195304554
leakfree,XGBoost,0.9651479750778816,0.4614596909327872
leakfree,XGBoost,0.9639797507788161,0.46427231807951985
leakfree,XGBoost,0.9616433021806854,0.4665155379238689
leakfree,XGBoost,0.9602803738317757,0.46931201827005425
leakfree,XGBoost,0.9589174454828661,0.4722408668136926
leakfree,XGBoost,0.9579439252336449,0.4752704791344668
leakfree,XGBoost,0.955607476635514,0.477803738317757
leakfree,XGBoost,0.9524922118380063,0.47984306032368806
leakfree,XGBoost,0.9507398753894081,0.4826052579561178
leakfree,XGBoost,0.9487928348909658,0.48540691303914735
leakfree,XGBoost,0.9460669781931464,0.48785140562248996
leakfree,XGBoost,0.944898753894081,0.4910949200566687
leakfree,XGBoost,0.9421728971962616,0.49357405140758875
leakfree,XGBoost,0.9388629283489096,0.4957335252390254
leakfree,XGBoost,0.9369158878504673,0.4987045289667323
leakfree,XGBoost,0.9336059190031153,0.5009402423735896
leakfree,XGBoost,0.9304906542056075,0.5033175355450237
leakfree,XGBoost,0.9277647975077882,0.5059997876181375
leakfree,XGBoost,0.9248442367601246,0.5085653104925053
leakfree,XGBoost,0.9217289719626168,0.5111207082703519
leakfree,XGBoost,0.9191978193146417,0.5139902014153511
leakfree,XGBoost,0.9180295950155763,0.5177904678234131
